order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
104,5,33,Veg Biryani,29-04-2023,00:41:08,Completed,332
105,26,15,Egg Curry,29-12-2023,10:46:57,Completed,326
106,18,16,Prawn Masala,06-12-2023,22:38:30,Completed,335
107,4,46,Samosa,09-10-2023,01:34:14,Completed,191
108,11,18,Veg Burger,17-02-2023,11:21:59,Completed,343
109,33,53,Egg Curry,23-12-2023,22:45:44,Completed,338
110,33,58,Masala Dosa,05-10-2023,09:38:54,Completed,190
111,24,51,Paneer Butter Masala,25-01-2023,06:28:57,Completed,525
112,20,49,Chicken Biryani,23-02-2023,10:47:59,Completed,338
113,9,30,Chicken Burger,31-07-2023,07:56:43,Completed,552
114,18,2,Pasta Alfredo,03-08-2023,02:30:12,Completed,401
115,22,12,Veg Burger,17-11-2023,06:15:47,Completed,591
116,3,60,Veg Biryani,23-04-2023,17:24:21,Completed,421
117,22,16,Chicken Biryani,03-01-2023,17:11:41,Completed,317
118,15,7,Egg Curry,11-02-2023,18:00:28,Completed,255
119,16,54,Rajma Chawal,05-09-2023,07:01:53,Completed,214
120,32,10,Butter Chicken,31-07-2023,18:56:50,Completed,292
121,28,31,Chicken Burger,10-11-2023,13:57:49,Completed,323
122,2,38,Paneer Butter Masala,09-05-2023,06:38:32,Completed,535
123,27,28,Veg Biryani,21-07-2023,05:11:24,Completed,333
124,8,50,Samosa,22-04-2023,13:43:29,Completed,566
125,28,15,Chicken Biryani,13-08-2023,11:42:46,Completed,311
126,32,48,Chicken Burger,16-08-2023,13:20:04,Completed,187
127,24,7,Egg Curry,17-09-2023,07:17:20,Completed,228
128,27,45,Chicken Biryani,14-12-2023,05:58:36,Completed,478
129,3,24,Mutton Biryani,30-03-2023,11:13:49,Completed,204
130,30,43,Pasta Alfredo,14-10-2023,18:46:28,Completed,271
131,12,56,Rajma Chawal,03-05-2023,12:14:25,Completed,275
132,27,50,Pasta Alfredo,22-06-2023,16:18:41,Completed,182
133,9,41,Chole Bhature,24-12-2023,21:48:22,Completed,213
134,23,38,Rajma Chawal,08-02-2023,17:35:39,Completed,536
135,14,3,Veg Biryani,25-04-2023,02:45:47,Completed,270
136,28,18,Mutton Biryani,02-03-2023,12:30:21,Completed,254
137,5,4,Pasta Alfredo,06-05-2023,06:58:07,Completed,274
138,17,38,Chole Bhature,02-07-2023,15:40:15,Completed,198
139,25,58,Egg Curry,10-03-2023,19:09:56,Completed,582
140,17,1,Prawn Masala,02-06-2023,18:57:50,Completed,178
141,2,56,Paneer Lababdar,05-03-2023,00:18:14,Completed,495
142,15,50,Pasta Alfredo,26-03-2023,18:22:16,Completed,389
143,1,38,Veg Burger,16-12-2023,23:06:39,Completed,503
144,12,30,Mutton Biryani,21-03-2023,23:33:28,Completed,239
145,10,36,Chole Bhature,06-04-2023,00:16:13,Completed,263
146,28,45,Veg Biryani,13-12-2023,08:08:55,Completed,525
147,29,14,Paneer Lababdar,02-01-2023,19:11:51,Completed,414
148,23,60,Egg Curry,26-02-2023,03:35:57,Completed,514
149,15,30,Prawn Masala,15-01-2023,12:42:01,Completed,462
150,25,24,Chole Bhature,18-04-2023,10:40:36,Completed,310
151,8,18,Pasta Alfredo,01-03-2023,10:28:56,Completed,542
152,10,18,Chicken Biryani,17-08-2023,13:01:41,Completed,274
153,1,24,Pasta Alfredo,08-06-2023,10:28:06,Completed,484
154,27,51,Masala Dosa,29-09-2023,14:57:27,Completed,205
155,2,13,Paneer Lababdar,14-10-2023,16:22:02,Completed,486
156,31,42,Rajma Chawal,16-06-2023,00:28:50,Completed,272
157,5,27,Chicken Biryani,05-12-2023,01:20:36,Completed,485
158,25,43,Butter Chicken,06-02-2023,15:02:50,Completed,239
159,33,51,Prawn Masala,31-01-2023,10:39:53,Completed,588
160,24,50,Veg Biryani,10-02-2023,21:18:16,Completed,246
161,3,38,Veg Biryani,17-01-2023,20:02:43,Completed,268
162,26,28,Samosa,26-02-2023,13:52:50,Completed,508
163,13,51,Rajma Chawal,15-01-2023,14:51:17,Completed,427
164,17,32,Paneer Butter Masala,18-10-2023,13:01:45,Completed,499
165,33,17,Masala Dosa,23-12-2023,06:24:32,Completed,560
166,21,39,Pasta Alfredo,11-07-2023,05:49:48,Completed,501
167,27,40,Samosa,12-03-2023,05:45:46,Completed,275
168,18,7,Prawn Masala,21-05-2023,23:25:56,Completed,215
169,24,57,Veg Burger,08-07-2023,04:13:41,Completed,511
170,19,33,Paneer Butter Masala,07-03-2023,01:43:44,Completed,273
171,1,31,Mutton Biryani,23-10-2023,17:23:51,Completed,333
172,25,26,Butter Chicken,09-06-2023,10:32:31,Completed,529
173,12,45,Chicken Burger,11-11-2023,11:14:30,Completed,587
174,30,25,Paneer Lababdar,25-07-2023,20:39:42,Completed,493
175,11,32,Paneer Butter Masala,01-03-2023,11:00:21,Completed,283
176,18,26,Pasta Alfredo,05-01-2023,17:41:43,Completed,153
177,20,14,Pasta Alfredo,21-08-2023,23:34:46,Completed,403
178,21,14,Masala Dosa,02-03-2023,18:29:24,Completed,597
179,32,36,Veg Biryani,14-02-2023,16:30:49,Completed,337
180,18,21,Egg Curry,17-09-2023,02:40:59,Completed,462
181,25,46,Paneer Lababdar,09-01-2023,07:34:20,Completed,395
182,17,27,Paneer Butter Masala,17-04-2023,18:25:44,Completed,431
183,10,39,Masala Dosa,13-11-2023,16:31:13,Completed,592
184,30,25,Paneer Lababdar,11-09-2023,08:06:20,Completed,282
185,31,48,Samosa,27-08-2023,10:15:56,Completed,378
186,23,21,Prawn Masala,14-04-2023,16:02:35,Completed,221
187,13,57,Paneer Butter Masala,13-02-2023,09:25:44,Completed,281
188,24,28,Mutton Biryani,19-06-2023,13:38:02,Completed,317
189,22,51,Rajma Chawal,04-05-2023,04:09:02,Completed,201
190,2,12,Chole Bhature,19-03-2023,14:01:17,Completed,219
191,11,11,Veg Burger,21-06-2023,23:08:44,Completed,300
192,18,52,Samosa,28-12-2023,05:54:15,Completed,517
193,9,45,Mutton Biryani,21-11-2023,00:55:02,Completed,592
194,2,1,Paneer Butter Masala,20-08-2023,10:43:22,Completed,547
195,4,6,Mutton Biryani,28-04-2023,03:15:27,Completed,348
196,15,4,Prawn Masala,27-04-2023,19:55:57,Completed,544
197,21,12,Butter Chicken,08-08-2023,18:18:57,Completed,554
198,3,44,Veg Biryani,11-12-2023,09:26:13,Completed,532
199,24,34,Chicken Biryani,07-03-2023,23:01:04,Completed,338
200,17,28,Paneer Butter Masala,24-12-2023,13:31:39,Completed,551
201,24,3,Rajma Chawal,24-12-2023,20:09:47,Completed,192
202,6,33,Chicken Biryani,29-12-2023,23:36:44,Completed,533
203,24,46,Mutton Biryani,16-10-2023,20:43:03,Completed,427
204,15,38,Mutton Biryani,09-02-2023,18:37:22,Completed,386
205,32,8,Chole Bhature,27-03-2023,05:47:59,Completed,558
206,20,8,Samosa,11-11-2023,00:16:07,Completed,401
207,16,25,Butter Chicken,15-01-2023,02:01:46,Completed,530
208,21,46,Veg Burger,05-12-2023,23:32:51,Completed,174
209,31,49,Veg Biryani,18-01-2023,08:13:13,Completed,313
210,9,39,Prawn Masala,27-06-2023,13:14:47,Completed,596
211,4,28,Prawn Masala,24-08-2023,07:30:57,Completed,499
212,21,37,Chicken Burger,09-04-2023,17:18:00,Completed,363
213,3,8,Prawn Masala,19-02-2023,01:21:48,Completed,326
214,28,45,Samosa,04-12-2023,20:06:54,Completed,397
215,15,2,Chole Bhature,16-09-2023,15:47:16,Completed,186
216,13,25,Chicken Burger,06-11-2023,15:16:00,Completed,548
217,32,14,Samosa,23-10-2023,03:43:35,Completed,538
218,15,45,Prawn Masala,23-01-2023,03:15:21,Completed,200
219,26,42,Pasta Alfredo,02-11-2023,18:46:48,Completed,439
220,27,17,Chole Bhature,20-10-2023,06:27:23,Completed,487
221,29,29,Paneer Butter Masala,15-04-2023,05:03:56,Completed,495
222,15,22,Chole Bhature,25-08-2023,03:00:59,Completed,480
223,27,9,Paneer Lababdar,18-08-2023,18:01:08,Completed,511
224,6,35,Pasta Alfredo,15-09-2023,01:51:14,Completed,562
225,22,54,Chicken Biryani,06-04-2023,05:24:20,Completed,183
226,18,19,Mutton Biryani,29-10-2023,08:36:12,Completed,398
227,28,55,Samosa,08-11-2023,15:24:53,Completed,279
228,10,27,Mutton Biryani,27-08-2023,11:52:57,Completed,220
229,16,14,Prawn Masala,30-09-2023,12:50:31,Completed,214
230,31,48,Chole Bhature,08-09-2023,19:15:47,Completed,228
231,31,45,Mutton Biryani,24-07-2023,10:41:52,Completed,234
232,27,51,Chicken Biryani,26-09-2023,02:20:13,Completed,449
233,4,37,Masala Dosa,14-01-2023,08:25:37,Completed,358
234,7,33,Pasta Alfredo,13-01-2023,15:31:24,Completed,568
235,17,5,Mutton Biryani,16-10-2023,06:01:58,Completed,508
236,1,53,Prawn Masala,04-08-2023,19:18:54,Completed,317
237,11,34,Mutton Biryani,11-09-2023,14:58:28,Completed,503
238,27,43,Samosa,14-08-2023,09:21:56,Completed,478
239,23,56,Pasta Alfredo,05-03-2023,06:33:01,Completed,248
240,27,60,Masala Dosa,20-04-2023,03:19:27,Completed,257
241,14,43,Paneer Lababdar,17-10-2023,12:08:59,Completed,258
242,28,41,Veg Burger,05-02-2023,16:05:51,Completed,538
243,7,54,Veg Biryani,27-07-2023,12:49:28,Completed,547
244,8,13,Chicken Burger,03-01-2023,04:34:26,Completed,199
245,28,41,Prawn Masala,23-04-2023,12:00:19,Completed,381
246,31,56,Pasta Alfredo,16-09-2023,09:10:35,Completed,333
247,26,6,Mutton Biryani,11-12-2023,21:17:31,Completed,239
248,21,20,Prawn Masala,30-03-2023,10:12:23,Completed,181
249,9,49,Paneer Lababdar,12-04-2023,22:46:37,Completed,597
250,7,29,Paneer Lababdar,21-05-2023,01:30:36,Completed,276
251,11,58,Chole Bhature,15-02-2023,13:01:41,Completed,362
252,27,10,Rajma Chawal,16-01-2023,20:26:41,Completed,466
253,1,6,Samosa,18-05-2023,12:34:09,Completed,278
254,6,40,Paneer Lababdar,26-05-2023,11:17:08,Completed,155
255,31,4,Chicken Biryani,16-11-2023,22:00:20,Completed,389
256,15,43,Pasta Alfredo,28-09-2023,23:40:33,Completed,215
257,5,45,Mutton Biryani,28-09-2023,08:00:53,Completed,473
258,6,37,Masala Dosa,21-01-2023,03:28:12,Completed,290
259,9,23,Butter Chicken,28-09-2023,14:51:32,Completed,377
260,10,25,Butter Chicken,31-08-2023,17:29:35,Completed,257
261,28,31,Samosa,28-03-2023,10:18:00,Completed,407
262,21,36,Egg Curry,19-06-2023,17:46:58,Completed,408
263,14,22,Paneer Lababdar,05-10-2023,13:03:14,Completed,539
264,4,6,Veg Burger,14-07-2023,17:16:15,Completed,377
265,21,43,Pasta Alfredo,03-04-2023,08:12:45,Completed,202
266,26,17,Samosa,28-03-2023,18:49:08,Completed,458
267,30,47,Chicken Biryani,22-12-2023,17:17:03,Completed,541
268,30,50,Chicken Burger,01-08-2023,21:05:44,Completed,456
269,25,29,Veg Burger,02-04-2023,02:18:16,Completed,391
270,28,29,Chole Bhature,20-08-2023,06:20:25,Completed,305
271,7,55,Paneer Butter Masala,05-07-2023,03:43:32,Completed,246
272,20,41,Mutton Biryani,27-04-2023,09:37:15,Completed,319
273,17,24,Butter Chicken,16-06-2023,11:46:11,Completed,580
274,23,7,Pasta Alfredo,20-12-2023,12:47:24,Completed,464
275,27,5,Rajma Chawal,26-11-2023,06:37:23,Completed,288
276,15,8,Paneer Butter Masala,01-07-2023,08:04:33,Completed,293
277,11,58,Masala Dosa,03-10-2023,15:15:35,Completed,578
278,8,33,Prawn Masala,10-02-2023,20:31:58,Completed,234
279,3,22,Paneer Lababdar,24-10-2023,23:22:30,Completed,536
280,32,41,Prawn Masala,08-12-2023,01:03:23,Completed,338
281,31,38,Paneer Lababdar,28-10-2023,16:09:24,Completed,209
282,6,60,Rajma Chawal,14-07-2023,10:43:36,Completed,171
283,16,24,Rajma Chawal,12-01-2023,00:36:21,Completed,512
284,22,45,Chole Bhature,02-06-2023,15:49:39,Completed,448
285,15,21,Veg Biryani,31-07-2023,20:24:27,Completed,191
286,15,40,Veg Biryani,21-01-2023,14:37:07,Completed,347
287,9,32,Prawn Masala,23-08-2023,22:00:30,Completed,249
288,5,21,Chicken Biryani,23-03-2023,23:32:12,Completed,518
289,15,22,Mutton Biryani,05-04-2023,08:04:15,Completed,303
290,7,58,Paneer Lababdar,25-05-2023,04:28:15,Completed,496
291,16,33,Paneer Butter Masala,13-03-2023,01:17:03,Completed,439
292,15,19,Mutton Biryani,07-07-2023,19:28:23,Completed,348
293,7,3,Pasta Alfredo,05-04-2023,13:29:13,Completed,549
294,15,25,Mutton Biryani,14-05-2023,15:01:09,Completed,236
295,20,42,Masala Dosa,21-07-2023,07:05:14,Completed,582
296,2,52,Paneer Lababdar,03-06-2023,13:42:20,Completed,341
297,10,52,Samosa,09-02-2023,00:42:28,Completed,326
298,3,10,Prawn Masala,05-09-2023,09:00:36,Completed,223
299,21,41,Rajma Chawal,04-08-2023,07:03:06,Completed,342
300,24,13,Masala Dosa,19-01-2023,18:00:16,Completed,348
301,31,35,Pasta Alfredo,05-12-2023,17:01:58,Completed,272
302,6,12,Masala Dosa,03-01-2023,15:48:19,Completed,381
303,32,10,Masala Dosa,29-10-2023,11:36:42,Completed,308
304,3,11,Samosa,11-10-2023,09:07:21,Completed,165
305,10,2,Pasta Alfredo,18-01-2023,19:50:43,Completed,406
306,12,49,Rajma Chawal,21-08-2023,08:08:54,Completed,347
307,28,32,Chicken Biryani,24-02-2023,00:26:31,Completed,574
308,7,58,Paneer Lababdar,20-09-2023,00:48:24,Completed,509
309,2,37,Chicken Burger,11-04-2023,22:56:35,Completed,576
310,29,48,Paneer Butter Masala,18-05-2023,03:41:55,Completed,552
311,19,43,Veg Biryani,15-02-2023,21:08:35,Completed,486
312,19,17,Rajma Chawal,07-11-2023,13:50:58,Completed,596
313,32,9,Samosa,06-10-2023,12:52:41,Completed,339
314,31,59,Rajma Chawal,23-09-2023,11:49:22,Completed,364
315,8,53,Chicken Burger,01-11-2023,16:58:30,Completed,171
316,4,43,Rajma Chawal,11-02-2023,10:40:22,Completed,565
317,3,16,Mutton Biryani,08-03-2023,07:46:00,Completed,574
318,32,31,Chicken Burger,06-07-2023,16:35:14,Completed,315
319,12,16,Veg Biryani,05-08-2023,22:47:18,Completed,353
320,21,22,Rajma Chawal,16-10-2023,00:02:43,Completed,278
321,9,47,Butter Chicken,27-08-2023,03:11:37,Completed,299
322,16,2,Butter Chicken,21-09-2023,17:39:11,Completed,212
323,15,47,Chicken Biryani,21-08-2023,09:17:28,Completed,321
324,3,18,Prawn Masala,05-02-2023,12:38:17,Completed,253
325,19,8,Mutton Biryani,10-08-2023,14:07:29,Completed,168
326,12,21,Veg Burger,13-05-2023,16:53:45,Completed,228
327,19,31,Rajma Chawal,06-09-2023,13:44:11,Completed,178
328,30,28,Veg Biryani,23-02-2023,14:29:25,Completed,597
329,29,35,Prawn Masala,16-06-2023,09:34:50,Completed,227
330,14,6,Paneer Lababdar,30-01-2023,13:14:27,Completed,180
331,15,9,Pasta Alfredo,26-05-2023,06:06:37,Completed,511
332,29,6,Masala Dosa,27-03-2023,22:23:44,Completed,237
333,30,18,Prawn Masala,07-02-2023,21:37:31,Completed,558
334,27,57,Chole Bhature,03-03-2023,00:45:26,Completed,159
335,12,6,Paneer Lababdar,28-02-2023,03:10:19,Completed,270
336,9,2,Rajma Chawal,31-03-2023,17:07:39,Completed,233
337,22,58,Paneer Butter Masala,20-11-2023,03:27:13,Completed,413
338,31,32,Prawn Masala,01-09-2023,01:22:32,Completed,330
339,11,14,Butter Chicken,06-12-2023,10:53:32,Completed,238
340,31,40,Veg Biryani,06-12-2023,18:08:46,Completed,444
341,7,22,Chole Bhature,14-06-2023,19:09:44,Completed,244
342,5,22,Samosa,03-04-2023,21:38:25,Completed,394
343,19,51,Paneer Butter Masala,08-11-2023,13:52:09,Completed,417
344,9,22,Chole Bhature,20-05-2023,02:53:13,Completed,360
345,18,11,Prawn Masala,25-08-2023,13:45:32,Completed,415
346,17,19,Rajma Chawal,10-06-2023,14:14:54,Completed,151
347,1,49,Chicken Burger,23-04-2023,11:35:48,Completed,594
348,2,33,Paneer Lababdar,19-07-2023,22:55:27,Completed,322
349,21,55,Paneer Lababdar,24-04-2023,10:11:02,Completed,414
350,23,54,Chole Bhature,01-10-2023,15:33:09,Completed,218
351,27,23,Veg Burger,09-04-2023,10:13:00,Completed,575
352,7,14,Rajma Chawal,02-04-2023,09:03:17,Completed,272
353,30,9,Veg Biryani,01-04-2023,03:11:03,Completed,274
354,12,16,Paneer Lababdar,22-05-2023,23:43:55,Completed,540
355,29,53,Chole Bhature,20-01-2023,20:25:00,Completed,266
356,14,59,Rajma Chawal,27-05-2023,22:42:04,Completed,214
357,7,36,Butter Chicken,20-09-2023,09:35:43,Completed,186
358,7,33,Prawn Masala,29-08-2023,01:42:21,Completed,259
359,1,34,Mutton Biryani,14-03-2023,13:22:09,Completed,285
360,26,52,Prawn Masala,27-06-2023,01:04:37,Completed,166
361,22,11,Prawn Masala,28-04-2023,00:17:55,Completed,514
362,32,17,Paneer Lababdar,17-07-2023,18:14:14,Completed,213
363,3,4,Egg Curry,30-05-2023,04:02:08,Completed,238
364,28,44,Egg Curry,20-09-2023,23:46:11,Completed,179
365,7,57,Mutton Biryani,28-04-2023,01:44:37,Completed,565
366,31,53,Butter Chicken,14-09-2023,12:56:07,Completed,505
367,18,10,Rajma Chawal,14-02-2023,00:35:53,Completed,454
368,32,10,Chicken Burger,25-03-2023,14:13:27,Completed,361
369,12,50,Veg Burger,10-11-2023,19:46:33,Completed,223
370,1,20,Mutton Biryani,08-07-2023,08:13:45,Completed,309
371,17,47,Prawn Masala,28-10-2023,11:10:42,Completed,442
372,20,38,Veg Burger,17-07-2023,23:59:07,Completed,539
373,31,46,Paneer Lababdar,25-03-2023,12:19:52,Completed,378
374,6,3,Chole Bhature,14-02-2023,06:56:49,Completed,251
375,16,23,Egg Curry,30-05-2023,08:50:01,Completed,594
376,12,10,Veg Burger,05-09-2023,15:32:02,Completed,198
377,14,38,Chole Bhature,30-11-2023,00:17:18,Completed,223
378,2,8,Veg Biryani,04-06-2023,13:11:45,Completed,387
379,30,21,Chole Bhature,18-10-2023,11:31:19,Completed,518
380,4,30,Mutton Biryani,20-07-2023,09:05:49,Completed,512
381,32,1,Chicken Biryani,31-10-2023,01:48:02,Completed,217
382,27,32,Paneer Butter Masala,28-07-2023,20:17:22,Completed,242
383,18,60,Veg Burger,13-04-2023,21:39:39,Completed,327
384,29,8,Rajma Chawal,30-05-2023,23:03:32,Completed,310
385,5,42,Masala Dosa,20-06-2023,08:35:25,Completed,196
386,26,26,Veg Burger,23-07-2023,13:40:12,Completed,388
387,22,4,Chicken Biryani,01-01-2024,14:01:20,Completed,203
388,7,28,Rajma Chawal,07-04-2023,17:14:21,Completed,379
389,29,8,Paneer Lababdar,16-04-2023,23:58:26,Completed,355
390,10,4,Mutton Biryani,11-12-2023,20:48:41,Completed,598
391,1,8,Egg Curry,01-05-2023,21:27:48,Completed,358
392,11,52,Pasta Alfredo,04-07-2023,16:16:14,Completed,350
393,2,25,Prawn Masala,19-12-2023,00:24:40,Completed,166
394,13,24,Paneer Lababdar,01-08-2023,19:09:24,Completed,203
395,16,41,Samosa,02-10-2023,21:26:34,Completed,340
396,26,44,Samosa,14-10-2023,01:28:03,Completed,492
397,12,1,Samosa,17-07-2023,18:57:26,Completed,405
398,32,40,Prawn Masala,26-07-2023,15:55:52,Completed,583
399,29,36,Rajma Chawal,19-10-2023,00:44:58,Completed,540
400,32,16,Egg Curry,13-10-2023,15:40:00,Completed,216
401,29,28,Chicken Biryani,24-02-2023,09:05:08,Completed,485
402,33,37,Egg Curry,12-03-2023,15:13:36,Completed,335
403,27,45,Chole Bhature,01-07-2023,09:24:17,Completed,263
404,2,20,Prawn Masala,04-11-2023,06:31:26,Completed,545
405,2,38,Prawn Masala,11-08-2023,12:26:31,Completed,357
406,6,1,Chole Bhature,30-04-2023,16:38:47,Completed,521
407,33,23,Egg Curry,14-11-2023,08:28:52,Completed,338
408,25,43,Samosa,13-06-2023,14:28:22,Completed,451
409,11,3,Mutton Biryani,06-07-2023,00:59:15,Completed,451
410,30,1,Paneer Butter Masala,14-11-2023,16:02:08,Completed,382
411,28,6,Mutton Biryani,05-11-2023,14:05:10,Completed,521
412,30,58,Paneer Butter Masala,30-11-2023,02:58:18,Completed,180
413,23,48,Samosa,04-02-2023,13:05:38,Completed,546
414,21,6,Paneer Lababdar,01-02-2023,03:41:35,Completed,299
415,26,26,Pasta Alfredo,30-12-2023,02:05:21,Completed,379
416,25,27,Chole Bhature,01-11-2023,12:31:28,Completed,440
